name,freq,f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,f014,f015,f016,f017,f018,f019,f020,f021,f022,f023,f024,f025,f026,f027,f028,f029,f030,f031,f032,f033,f034,f035,f036,f037,f038,f039,f040,f041,f042,f043,f044,f045,f046,f047,f048,f049,f050,f051,f052,f053,f054,f055,f056,f057,f058,f059,f060,f061,f062,f063,f064,f065,f066,f067,f068,f069,f070,f071,f072,f073,f074,f075,f076,f077,f078,f079,f080,f081,f082,f083,f084,f085,f086,f087,f088,f089,f090,f091,f092,f093,f094,f095,f096,f097,f098,f099,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128
John_Ashcroft,53,-0.0966956243,0.1076696143,0.0354303345,0.0240954161,-0.0734140798,-0.0361262113,-0.0084552355,-0.2057838887,0.0933471844,-0.0663648769,0.1999173313,-0.0650263727,-0.2238453329,-0.0533959195,-0.0935983658,0.0715629905,-0.1929688603,-0.1404069364,-0.1024650559,-0.068837814,0.0044355965,0.0160407163,-0.1003638804,-0.0232928582,-0.1268022656,-0.2826237679,-0.0596953183,-0.0790375918,0.0919657499,-0.0672423169,0.0583383068,0.0638314784,-0.1595276445,-0.0201366041,0.007635694,0.0707976669,-0.0447399691,0.0247102119,0.198101595,-0.0232818052,-0.173850894,-0.0181152131,0.0395821519,0.3149848282,0.2461802214,0.0519975647,-0.00323545,-0.0512903705,0.1283296198,-0.3287962973,0.031087447,0.1667327434,0.1133501083,0.0891631395,0.077140443,-0.1641652137,-0.0252128467,0.0677653253,-0.1568726599,0.0999898314,0.126663357,-0.1589976996,0.0152398618,0.0195033401,0.1343079805,0.0313043706,-0.0533383787,-0.0796593353,0.2630376816,-0.2417811751,-0.0423347689,0.0423670039,0.0175433587,-0.1726007909,-0.2962504327,0.0272669382,0.4362005889,0.1762826741,-0.1666094363,-0.0239071473,-0.0781933516,-0.011120677,0.1588519365,-0.0605331771,-0.0481920019,-0.1090970486,-0.1817448139,-0.0183294807,0.288097173,-0.0295594838,0.0199056361,0.1892005801,0.0137293795,-0.0829987451,0.0573809817,0.0795602202,-0.1003047824,0.0080604237,-0.1089362353,0.0123684611,0.0621626824,-0.1178916469,0.0456198789,0.1354308575,-0.1530222297,0.2281924039,-0.008509431,-0.0094300015,-0.0100143598,-0.0485067628,-0.0736847892,0.0143142752,0.2330877036,-0.2118297219,0.2207743824,0.1465993226,-0.0274577532,0.1524360478,0.0155453458,0.0661381483,-0.0475178845,-0.0800342336,-0.140592888,-0.192946136,-0.0664923638,-0.0234757066,-0.015483465,0.0508423671
Jacques_Chirac,52,-0.0006815052,0.0781102926,0.0476252288,-0.0379216336,-0.1251198798,-0.079294689,-0.0073497556,-0.0726212263,0.1222946197,-0.1363769919,0.174975872,-0.0439339243,-0.2003523707,-0.0777934864,-0.13224338,0.1168257073,-0.1038947701,-0.1882763058,-0.1121241897,-0.1542913467,-0.052420117,0.0770285726,-0.0679406822,-0.0168622471,-0.1026793644,-0.1915857643,-0.0649786666,-0.0845123157,0.0746757835,-0.1234504655,0.0577089116,0.1111765727,-0.2270199955,-0.0847180411,0.003584329,0.0111129731,-0.033637356,-0.0471041836,0.2069276422,0.1183241382,-0.1532394588,0.1241158172,-0.0078146569,0.3188088834,0.1968966424,-0.0542524233,-0.0504822508,-0.0521791205,0.181570068,-0.3007941246,0.0801041946,0.1716600806,0.1672804654,0.1048011556,0.0724855289,-0.1002587974,0.0409295596,0.1528051794,-0.170878455,0.1037540361,0.0471648276,-0.1298403889,0.0163217895,-0.0111381784,0.0859551504,0.0716362223,0.0029071295,-0.0979779363,0.2029978782,-0.1779560745,-0.0544401035,0.0923419893,-0.0002307307,-0.0630719662,-0.2228586227,0.0966968685,0.3015916646,0.1876949221,-0.1763827652,0.0250582621,-0.068873167,0.0094229048,0.0502592139,-0.0357533135,-0.0929030329,-0.0923266709,-0.0893142819,-0.0204741899,0.2258397788,-0.005785441,-0.0670298636,0.2196838558,-0.0089256428,-0.030731272,0.0975178182,-0.0247240905,-0.1204079762,-0.079166241,-0.0785321146,-0.0427151993,0.0522132069,-0.1747307777,-0.0626663044,0.0692664757,-0.1598601341,0.1689799577,-0.0618502088,-0.0338767245,-0.058541052,-0.0101761427,0.0020413422,0.0793037117,0.1710092574,-0.159151271,0.3303439617,0.0888562277,-0.0420275666,0.1417515874,0.0960352346,0.009656664,-0.0800147653,-0.1330702156,-0.0199512653,-0.2195194215,0.0335516445,0.0019530333,0.0741715133,0.0236124936
Serena_Williams,52,-0.1524818391,0.0941581801,0.0803846642,-0.0462076291,-0.0620059259,-0.0860215575,0.0705014095,-0.1739196628,0.171480909,-0.0474641472,0.2681326866,-0.0123556461,-0.2319405079,-0.1632271856,0.0284362007,0.1545301825,-0.1952870786,-0.2043648213,-0.1167935282,-0.1298224479,-0.0166117456,0.0298608877,0.0874419659,0.0322969146,-0.1159210354,-0.260505408,-0.0533410944,-0.1727685779,0.1256836802,-0.0334357694,0.1081239879,0.1577017307,-0.2353642583,-0.0467613898,0.0452308953,0.0103424843,0.0463004336,-0.0410012603,0.2316794395,-0.1139857098,-0.1862496883,-0.0793338716,0.0466863476,0.189239502,0.1995724291,-0.0332014635,0.009519523,-0.0836491808,0.0239333231,-0.1883926243,-0.0229999889,0.1293641031,0.1208087578,0.0041758781,-0.022847537,-0.1983719617,-0.0655129477,0.0983707234,-0.2008031905,-0.0249473806,0.0283841901,-0.1309553981,-0.1235790178,-0.1044715419,0.2487807274,0.0516481437,-0.1541523188,-0.1439653784,0.2205193639,-0.1171667352,-0.0049262973,0.1461973637,-0.1332532912,-0.0955566242,-0.2114108652,-0.0197096057,0.3816264868,0.0153136486,-0.1489405036,0.0476681888,-0.2376010567,0.0166920833,-0.1265090406,0.0007468211,-0.0903154835,-0.0442808419,-0.0617353022,-0.0062175617,0.1648164541,-0.0553774424,-0.0053591738,0.2067844123,-0.0440351702,-0.0165681429,-0.0516169742,-0.0420897529,-0.0156720728,-0.0058431681,-0.0795886219,-0.0426347107,-0.0320582613,-0.0575029999,0.0306697953,0.0868200734,-0.1966842264,0.0985164791,0.0371237546,0.0185848828,0.0321366861,0.0001508624,-0.0310549214,-0.0723800063,0.1738093197,-0.2818766236,0.2452718616,0.1725080609,0.0121731842,0.1689387709,0.0395595059,0.1160892621,-0.0400546864,-0.0424969383,-0.1529287994,-0.0443603806,0.1401598006,-0.0833875462,0.0457413457,0.0356708951
Vladimir_Putin,49,-0.030289432,0.1113991961,0.03512647,-0.082165584,-0.1146543697,0.0156393759,-0.1177690402,-0.0688753352,0.1066384614,-0.0138411447,0.1405872554,0.0650206953,-0.1845140159,-0.0009326292,-0.0143814515,0.0525103584,-0.1557362229,-0.1209927201,-0.0840104818,-0.1656966954,-0.0057473537,0.0433231257,0.0947333351,0.0039735371,-0.1248457283,-0.2669761181,-0.0950877741,-0.1160519645,0.124823764,-0.0685036331,0.0118676983,-0.0261031352,-0.1776098013,-0.0783403963,0.0415744074,-0.0192351695,-0.027449647,-0.0868182927,0.2616349757,0.0105597172,-0.1100390926,0.064505443,0.0816631168,0.2119643837,0.241214782,-0.0033756508,0.0725457072,-0.0986541286,0.1261919737,-0.1264736652,0.0725506172,0.1936737448,0.1222754568,0.0765031427,0.0073593948,-0.1451626718,0.0591806248,0.1518796533,-0.1791300923,0.0767750889,0.0667315573,-0.0666682273,-0.0575140528,0.0201702584,0.1900426745,0.1057891697,-0.0784929991,-0.2560603917,0.1761379838,-0.0911446363,-0.0839764923,0.0520649031,-0.1568978727,-0.061229147,-0.2383204848,0.0317373052,0.3875495493,0.0393427424,-0.1543873996,0.0895935968,-0.144323945,-0.0462022088,-0.011719563,0.0566929094,-0.1442746669,-0.107300058,-0.0470171534,0.0384805948,0.1650363505,0.0052113775,-0.0667141452,0.109314613,0.0478038527,0.0704074055,0.0945329219,0.1520732641,-0.1819966137,0.0345125571,-0.1044078767,0.0139526986,0.0184642784,-0.1020285115,0.0415603817,0.1397935152,-0.1786703318,0.1848625094,-0.0130278459,-0.0260396823,-0.004598218,0.0362549387,-0.0342278779,-0.0403705649,0.1590141207,-0.256965965,0.2297501862,0.1809337735,0.0329232514,0.1317943931,0.1054639295,0.0944199339,0.0118770627,0.0546543151,-0.1840031594,-0.0791266635,-0.0488688424,-0.0245420523,0.0177769922,0.1055784374
Luiz_Inacio_Lula_da_Silva,48,-0.205697149,0.0295321941,-0.0140445102,-0.0224602371,-0.0424072221,-0.1038135812,0.0371674821,-0.0727159083,0.1698785275,-0.0192320384,0.0848525986,0.0099589499,-0.1943379343,-0.0672971234,-0.043144092,0.0994318128,-0.1134089977,-0.1111406907,-0.1359829456,-0.1483012289,0.0002703962,0.1169769317,0.0602116063,0.0555457547,-0.1021439135,-0.2578598261,-0.0884577781,-0.1846250147,0.043857649,-0.0862920359,0.0077042435,0.0573736764,-0.1842999607,-0.0788886994,0.0623091906,0.0199243017,-0.0057323966,-0.0274383947,0.1859614849,0.0837076753,-0.1074205115,-0.0759127736,0.1146470904,0.3257820606,0.1755366176,0.0557240583,-0.0145486332,-0.0407527834,0.1817305088,-0.3040841818,0.0987706333,0.112105906,0.0975652859,0.0406370126,0.2250900865,-0.1606033891,0.0909252465,0.011403691,-0.2188766599,0.1424054503,0.0376970395,-0.0023900662,-0.0932519212,-0.0167028718,0.1110306755,0.1276536137,-0.0380524769,-0.1051284373,0.115805231,-0.2358520478,0.0024812296,0.1026732549,-0.0632707775,-0.1886887103,-0.229590714,-0.0138084311,0.3965345919,0.1978378445,-0.1233705655,0.0689828098,-0.0259696469,-0.0651924387,0.126966387,0.0184754152,-0.1168278307,0.0024335738,-0.0867690295,0.0220334549,0.1790521145,-0.0008667205,-0.0439714864,0.1735930145,-0.0138665587,-0.0510591418,0.0370852835,0.0139408419,-0.1191150844,-0.0356979966,-0.0717215091,-0.0196307153,0.0688399002,-0.1167219281,-0.0110797435,-0.0037828106,-0.1806977987,0.1006151065,-0.0012716576,-0.068888098,-0.1066345423,-0.0331068337,-0.1208086982,0.0625679493,0.1022585407,-0.1952802837,0.2596431077,0.1354161501,-0.114611648,0.1579506546,-0.0362387151,0.0440807343,-0.0158398524,0.015576371,-0.0180199128,-0.1580984741,0.0232822858,-0.0166795366,0.0199758895,-0.0060590957
Gloria_Macapagal_Arroyo,44,-0.0473404899,0.0707440823,0.0594980083,-0.0461901724,-0.1507397592,-0.0134396926,-0.0753119364,-0.1512018889,0.1571750641,-0.1711662412,0.2709316611,-0.0477010012,-0.2470410019,-0.0673269182,-0.0741508678,0.2162277997,-0.1814098358,-0.147609368,-0.0619766004,-0.0140226064,-0.0312107839,0.0395676196,0.0109182252,0.0185075421,-0.1259458214,-0.4776993096,-0.102524139,-0.0577600449,-0.0695787817,0.0083150472,0.0266049728,0.1291244924,-0.0962427557,-0.0076604187,0.073764801,0.0122683533,-0.0535374768,-0.0845619813,0.1716329157,-0.0187958442,-0.2338006496,-0.1150271446,0.1344902068,0.2314828038,0.1723583937,0.0017463942,0.0887988731,-0.1109015718,0.1311283261,-0.1636022925,-0.0410696231,0.0729876012,0.1062113792,0.0379851945,0.0821681395,-0.1088951305,-0.0065035131,0.1765205264,-0.2113435417,-0.0359464921,0.0161310155,-0.1449106187,-0.0558541194,-0.0890929773,0.2464052439,0.0908976197,-0.134290725,-0.1269229651,0.2483350635,-0.162086159,-0.046774473,-0.0008636741,-0.1255457699,-0.2028226554,-0.352321893,-0.0569724068,0.4231425226,0.1322601289,-0.094592616,0.0033728667,0.0336753316,-0.0259560682,0.0339498743,0.1697909683,-0.0644145682,-0.0464673042,-0.0551655516,0.0137302885,0.1748241186,-0.0346037112,-0.0140657704,0.1845810115,-0.0413170159,0.0225389339,0.024641443,0.0446660891,-0.1417960078,0.0474978164,-0.10251306,0.0408744514,-0.0421976224,-0.0208460502,0.0768312961,0.1094245836,-0.0864168704,0.1018093899,-0.0335162655,0.0109124584,0.0410556197,0.0238335934,-0.0363837443,-0.143821612,0.0997252241,-0.2289887071,0.0565778613,0.1096741483,0.0302296225,0.2142115682,0.0329197682,0.0946229696,-0.0448941402,-0.0622895919,-0.2041730881,-0.0491512716,0.0392841846,-0.0587753356,0.0625705794,-0.0037827166
Arnold_Schwarzenegger,42,-0.0377889127,0.1826015413,0.1286014616,-0.0976765528,-0.0459865332,0.0290794037,-0.0727601349,-0.0133850202,0.1527949423,-0.0780825913,0.3078911901,0.0542747043,-0.2699987888,-0.1235009804,-0.014585264,0.1377876252,-0.1652165949,-0.1233912632,-0.1026581004,-0.0759313628,0.0563419983,0.0446755476,0.0305526592,0.0210636966,-0.1459570676,-0.2928423882,-0.0480730906,-0.0094506713,0.0499873534,-0.2009120882,0.032253623,0.0139375189,-0.1522510052,-0.0232959166,-0.0111662149,0.0285772029,-0.0924126208,-0.0777470395,0.2050983161,0.0573413856,-0.1546114832,0.0456991047,-0.0069942642,0.2914475799,0.2852591872,0.0165838487,0.0006910358,-0.0369404443,0.0849305317,-0.2857673466,0.0778092369,0.1977771372,0.1626026928,0.0519900694,0.133371979,-0.1255109608,-0.0369459763,0.2221649289,-0.2202866077,0.0822127238,-0.01827012,-0.1006915867,0.0368301347,-0.0561920889,0.142233327,0.1277322322,-0.148691535,-0.1319419444,0.1725932211,-0.1391306967,-0.0924498811,0.0745503008,-0.079994671,-0.1638546288,-0.2914699912,0.0198454708,0.2950733602,0.1587234735,-0.2214631289,-0.0069301715,-0.0186854228,-0.0391076766,0.0092174914,0.0576878823,-0.1578887552,-0.081652686,-0.0620086044,-0.0101357643,0.1507474631,0.0703058839,-0.0865091234,0.2771469057,-0.0067851655,-0.0116658462,0.0721100792,-0.0056598722,-0.0740265474,-0.0149840312,-0.1237146109,-0.0141985947,-0.0749567598,-0.1784765571,-0.0169140473,0.1047337949,-0.1417655051,0.1404185593,0.0006872043,0.0310967043,-0.0259280577,0.0630545691,-0.1428623796,-0.0229257494,0.1727093309,-0.3032913506,0.2297769636,0.2114988565,0.0446809009,0.0952193737,0.1482707709,0.071429953,0.0326173529,-0.0549402796,-0.0626450703,-0.0835282356,0.0012939679,-0.079924576,0.1191021055,0.0438142493
Jennifer_Capriati,42,-0.2018894851,0.0736555234,0.0172339324,-0.05515486,-0.1439494342,0.0859804675,-0.0048986785,-0.1308645904,0.1848924756,-0.0691228062,0.2265314907,0.0207784083,-0.3233537674,-0.0955490917,0.0186072923,0.1245404631,-0.1201572493,-0.0583948568,-0.0627062097,-0.0354932286,0.125675112,0.0523179956,0.0625902191,0.0629637167,-0.1769988835,-0.3824059963,-0.0628064722,-0.071794115,-0.0174793787,-0.1211037934,-0.0182229355,0.0770733729,-0.1638310105,0.0007193293,-0.0098490464,0.0955816284,-0.0476579852,-0.0699732676,0.1894156188,-0.0255247355,-0.1666161567,-0.037872415,0.0441536531,0.1726107001,0.1925521195,-0.0534540415,0.0845929012,-0.0974692553,0.1186807677,-0.2963806689,0.020277936,0.1104826406,0.046967946,-0.0128927492,0.1905251443,-0.1354650557,-0.0719288662,0.1504033506,-0.1326674819,0.090562433,0.042649053,-0.0587739795,-0.0707334131,-0.1023116931,0.1810532957,0.1035624519,-0.1333589554,-0.134744823,0.1346805245,-0.1084467992,-0.0788910985,0.1058618426,-0.0922993347,-0.2584502399,-0.2649074197,0.0607962683,0.3992751241,0.175613448,-0.2207505405,0.0606590137,-0.0922364518,-0.0278296582,0.0951418579,0.0111515699,-0.0378331207,-0.0018748492,-0.1111965105,0.0683883652,0.2350638956,0.0182522498,0.0111300815,0.3432461321,0.036568217,0.0486916453,0.0520603321,0.0558912158,-0.0704546794,-0.0261362921,-0.1292873919,-0.0133282049,0.0939773843,-0.1314606816,0.0608543083,0.0594456047,-0.1923267096,0.1363080591,-0.0338789262,0.0171142295,0.0096316151,-0.0730080232,-0.2062702477,0.0993901789,0.1569682062,-0.3530723453,0.1955358088,0.0989484042,0.0029737214,0.1506512612,0.0999450013,0.0482835174,0.0263096355,-0.0457774401,-0.1167586669,-0.0684361756,0.1274793744,-0.0580848232,0.0420967117,0.0166411046
Laura_Bush,41,-0.0896218643,0.0609376356,0.0110080875,-0.0821707174,-0.2097036093,-0.0044549424,0.0340532139,-0.1201068759,0.2241182476,-0.1274279505,0.1445496231,-0.1277532727,-0.2694455981,0.043340601,0.0171053857,0.1474839896,-0.2026968002,-0.1527534276,-0.1141314507,-0.0321632251,-0.0448734015,0.1217832044,-0.0018400725,0.0965795591,-0.0810839608,-0.3500484228,-0.0743574798,-0.1167518944,0.1152822375,-0.0107302256,-0.0239755046,0.1137204245,-0.1730204374,-0.0711792558,0.0655031502,0.0488026738,-0.1287548244,-0.16603221,0.2352194041,0.007967989,-0.202894032,-0.0268766508,0.0706620142,0.130628258,0.1745890528,-0.060262762,0.0102144945,-0.1398449242,0.1302288175,-0.2492156178,-0.0255138874,0.2014588267,0.1109810621,0.1295927465,0.0269750096,-0.1928182542,0.0056598727,0.2025143951,-0.2390445024,0.0300211273,0.0259743575,-0.0470802858,0.0084323855,0.0060234084,0.1804671288,0.0925416052,-0.0855449364,-0.1510056257,0.1352330744,-0.1719276905,-0.057038784,0.0683263093,-0.1004852653,-0.1966139376,-0.1456137747,0.0355146155,0.3454696536,0.0456257276,-0.1323946416,0.0232824497,-0.0735477954,-0.134741798,-0.0158423614,0.0661045611,-0.0751018077,-0.1830312908,-0.0479672365,0.0027759317,0.2282174975,-0.0849092156,0.0769167542,0.2390084118,0.0171522405,-0.0142379561,0.0299482848,0.0597390719,-0.1445310563,0.0213827752,-0.0686323345,-0.0147625692,0.0311507098,-0.103816703,-0.0388473161,0.0566502213,-0.2085421979,0.168481499,-0.003926828,-0.1096772105,0.0010207584,-0.1320919394,-0.0639530942,-0.0047722384,0.2090421468,-0.2142941803,0.2514554858,0.1105025262,-0.0084204236,0.2336678654,0.0278744772,0.0506997332,0.0264244918,-0.0335282311,-0.1242090315,-0.0922059491,0.150729388,-0.0111184902,-0.0500841476,-0.0185189955
Lleyton_Hewitt,41,-0.0431331322,0.087228626,-0.0011043344,-0.0557273217,-0.1522033215,-0.0104549471,-0.032111004,-0.077758193,0.1652956009,-0.029773917,0.1743336469,0.0612748116,-0.1995140016,-0.0372098684,0.028452009,0.0647224784,-0.2073499858,-0.1190199181,-0.0503321178,-0.1281996369,0.0304514468,0.0671734586,0.0111418171,0.0875059813,-0.2342520058,-0.214431271,-0.0425088741,-0.1121032462,0.0739850327,-0.1448450238,0.0088888826,0.0379154608,-0.2250664979,-0.0869294405,0.0447016433,0.032193508,-0.0461650267,-0.0994425341,0.1493990123,0.0435782671,-0.1278872192,-0.0071958117,0.0361385234,0.2885659635,0.1541923583,0.0394420661,0.0360084586,-0.1072133332,0.0943752751,-0.2446269393,0.13503021,0.1886778027,0.0090394896,0.0606135353,-0.0041340077,-0.1535068005,0.0065625552,0.1314723343,-0.1727938652,0.1057490706,0.1017224118,-0.0275449567,-0.0304951388,-0.0290025137,0.173603043,0.1125472933,-0.0515287593,-0.1289745867,0.1237592772,-0.136984542,-0.1742682159,0.0139989387,-0.1033110321,-0.157038644,-0.2615686059,0.0080665667,0.3621654511,0.131406799,-0.1759144515,0.0259665102,-0.1515212059,-0.0088241668,0.0799914151,0.0238798503,-0.045383703,-0.0645187497,-0.0786001682,0.1177406684,0.2727866769,-0.0234301854,-0.0279262215,0.2046258301,0.0637135357,-0.0879960358,0.0566976517,0.0698529929,-0.1238832772,0.0182775315,-0.1342317015,-0.0751091316,0.1144398972,-0.033117909,0.0085396711,0.1720568389,-0.2650665939,0.2002147883,0.0776577592,-0.100864321,0.0450273268,-0.0309162661,-0.1268113405,-0.0507554673,0.1694085747,-0.2081262916,0.2892758548,0.1798894405,0.0942206308,0.1602452248,0.0272464715,0.0450109243,0.0037598126,-0.0699783266,-0.1108888462,-0.0981199965,0.0469442122,0.005303097,0.0460545346,0.0341050662
Alejandro_Toledo,39,-0.1097788289,0.200253889,0.1463858932,0.0101804007,-0.1673168689,0.0172119848,-0.0621486157,-0.1737404466,0.0885315537,-0.0632034242,0.2580498457,-0.0257168841,-0.1363657117,0.0352332257,0.0012967149,0.1295541972,-0.1111363694,-0.1317541003,-0.1925072819,-0.0061902334,-0.0917292759,-0.0080131013,0.0319832377,-0.0353415757,-0.1062601581,-0.3305489123,-0.1086662114,-0.0137226107,0.096038349,-0.0914528146,-0.0157316439,-0.0725935251,-0.241924271,-0.1269461513,0.025435565,-0.0197498873,-0.1061671153,-0.0451021306,0.218644917,-0.0229284838,-0.1967397034,0.1306011379,0.0250297189,0.2562920451,0.2055386752,0.0217551384,0.0431746617,-0.1373017877,0.0815739334,-0.2322508693,0.0532103106,0.1425203085,0.1592470557,0.0558793247,0.056105718,-0.0165879801,0.0258821473,0.1266824901,-0.1705165654,0.0765535682,0.1793897152,-0.0654326081,-0.014369579,-0.0777289048,0.1943113506,0.1439600736,-0.0460647531,-0.1303847134,0.1456882954,-0.0820085928,-0.0294062626,4.45256009698E-05,-0.0670088902,-0.1661316156,-0.3378208578,0.037960276,0.4149747491,0.1275082827,-0.2327623218,-0.0291460939,-0.0803390443,0.0380354933,0.0304783639,0.0273621138,-0.1218685582,-0.0833550096,-0.0207842123,0.0718198791,0.2283374518,-0.041897431,0.0002766079,0.1760273725,0.0548137501,-0.0425736755,0.0625663847,0.070743829,-0.0766685605,-0.062940225,-0.1178933978,0.0777545124,-0.0284848996,-0.0306545589,0.0641551241,0.1366300285,-0.1739187241,0.1902386546,-0.0280137658,-0.0315997452,0.0261396766,0.0418819115,-0.0231962781,-0.0838719904,0.1414436847,-0.2457968742,0.2140612751,0.1730234027,-0.1068262085,0.0664279982,0.0414253585,0.0913236663,-0.038450107,0.1154560596,-0.0857678428,-0.1258002222,0.0152046382,-0.0570804253,0.0484913588,0.0679209456
Hans_Blix,39,0.0106805013,0.0796062499,0.0572348535,0.0372879803,-0.0401533768,-0.0806856006,0.0376230925,-0.1643821597,0.0499743968,-0.0438223556,0.2431617677,-0.1457676888,-0.2868458629,-0.0530776381,-0.077479735,0.099599801,-0.1823506504,-0.0483767278,-0.1491079032,-0.0959800333,0.0127510037,0.0382847823,0.0666895807,-0.0376329683,-0.0686107725,-0.316392839,-0.0648181364,-0.1116481274,-0.0059619416,-0.0074000475,0.1001027822,0.1160459071,-0.1717202961,-0.0294575673,-0.0365576819,0.0277660638,-0.1248413101,-0.0356512368,0.2738029659,0.0465382189,-0.1444538236,0.0420957729,0.0568048432,0.2590813935,0.2643095255,-0.0427409746,0.0017151758,-0.0808059946,0.084284395,-0.3053210378,-0.0063014906,0.2033882737,0.1534171999,0.0897397399,0.0957577527,-0.1009757221,0.0030802842,0.1537264287,-0.1560617387,0.0886592939,0.0943672955,-0.1198086366,0.0414163023,-0.0362261385,0.12667723,0.076054588,-0.0457482822,-0.0206280239,0.2143916935,-0.1361886561,-0.0743385032,0.068370834,-0.0857651308,-0.193168208,-0.2750077248,-0.000233857,0.3886263371,0.1066791192,-0.1175277978,-0.0455152802,-0.1307810396,-0.0396574996,0.0779482201,-0.0520250723,-0.0838925838,-0.1423224062,-0.1439256221,0.047893621,0.1955053806,-0.0886467248,-0.0450089201,0.2199857831,-0.0566727519,-0.0240222476,0.0336466208,-0.0160243679,-0.1048343778,0.0407401137,-0.16718027,-0.0113507863,0.0239781961,-0.2355773002,0.022931451,0.0349975936,-0.1829764545,0.1179033145,-0.0016653403,-0.0350018144,0.0165777393,-0.0801787153,-0.0907525271,0.1347447485,0.2678120732,-0.1914320886,0.2786079645,0.1251951009,-0.0291204099,0.1340051442,0.0832082406,0.0722921491,-0.1128870845,-0.1178392693,-0.1813058704,-0.09841723,-0.01617001,0.0837530866,0.0353965983,0.0519094616
Nestor_Kirchner,37,-0.1075949594,0.0457047373,0.0271929912,-0.0053599505,-0.029045267,-0.1118021086,0.0038154274,-0.1651029587,0.067772463,-0.1567221284,0.1592963189,-0.0622694641,-0.1416050345,-0.0146484701,-0.0341384113,0.143480897,-0.2080379426,-0.1168992668,-0.2051461041,-0.125661239,0.0352495089,0.1309918612,-0.0434199199,0.049448058,-0.1047403589,-0.2093949467,-0.088542901,-0.1332893223,0.1819640398,-0.0698426738,-0.0379881561,0.0167673957,-0.1286679208,-0.0863684863,0.0997626632,0.0209114328,0.0208230112,-0.0286999382,0.267064482,0.0318075642,-0.1908536702,0.0506383814,0.0452331938,0.3282580972,0.1869158,0.0099986847,0.0342109315,-0.0940115452,0.1203587577,-0.2492891848,0.0077368617,0.1219214424,0.1128906459,0.1241189837,0.0228251573,-0.1623908728,0.0550195873,0.0593624376,-0.1679614931,0.1367949396,0.123844564,-0.1913731694,0.0152009809,0.0995563716,0.1196633279,-0.0378280953,-0.0815260038,-0.1496884227,0.1155345663,-0.2523763776,-0.051079236,0.0712998286,-0.0621824563,-0.1102878749,-0.3241316676,-0.0449820235,0.4664128423,0.1547787189,-0.18918778,0.0639999211,-0.0902711377,-0.0480293222,0.1782626659,0.1103233844,-0.062280383,0.0059258016,-0.0686144903,0.0699442327,0.2476441562,-0.0347562134,-0.0325346999,0.1976906955,0.0486410446,-0.0322899856,0.0675117746,0.0740590543,-0.0937021226,-0.1210503653,-0.0078955917,-0.0110744098,0.0725575089,-0.0689397603,0.0457844362,0.1390569508,-0.2062257677,0.251712501,-0.0646601021,-0.0423430577,-0.0350583084,0.0154390428,-0.0295646116,-0.0006294791,0.1735101491,-0.155518204,0.1470535249,0.2816353142,-0.0209604613,0.1186367422,0.0177894011,0.021226624,-0.0403471589,0.0490340404,-0.1451629847,-0.1500892788,0.0078267036,0.0076087206,0.0974376947,-0.0028581098
Andre_Agassi,36,-0.0736334249,0.1908464879,-0.0224585216,-0.0272430405,0.0158057082,-0.0098014623,-0.0315392166,-0.0097595695,0.193513751,0.0158490948,0.1150479242,-0.0500151813,-0.2407719195,-0.0426152162,-0.0171616487,0.1661457121,-0.2267423272,-0.0668453276,-0.1116462573,-0.056212645,0.0836288854,0.0666687414,0.0093308156,0.0916150659,-0.1346146911,-0.2993268967,-0.0202968139,-0.1633334458,0.0223613083,-0.1907625496,-0.0103646191,0.0486255065,-0.2077477127,-0.0508083776,0.0356273688,0.0439247526,0.0316168293,-0.0194790866,0.1169512942,0.0910865888,-0.0793266967,0.0094715357,0.0221565105,0.2888614237,0.2415290922,0.0235481337,-0.0290407166,-0.048330728,0.1239887699,-0.2078699768,0.030741049,0.0987223387,0.084606342,0.1435334533,0.083786197,-0.2069856077,0.045526389,0.0494096018,-0.2157270163,0.0654199645,0.0463950485,-0.0323440284,-0.0492304228,0.0459603295,0.1909201443,0.0208962057,-0.1192565486,-0.0988366976,0.123619847,-0.1043428108,0.0595417097,0.0312986784,-0.0959204957,-0.1433931142,-0.2273803353,0.0802820027,0.3003935814,0.0779012889,-0.2302253842,0.0082006929,-0.067829825,-0.0319914147,0.0283382572,0.0261211544,-0.0856224224,-0.0336966664,-0.0513447374,0.0717964321,0.13999255,0.0167268515,-0.006877338,0.2164486051,-0.0562122799,-0.0543882772,0.0369532108,0.0078395549,-0.114624761,-0.0141163468,-0.1077396497,-0.017780574,0.0076559908,-0.1588617414,-0.0878649503,0.080438517,-0.1777209193,0.0951619819,0.0518664494,-0.0515081882,-0.0707432553,0.0398377776,-0.1966192573,-0.0137892962,0.1844916642,-0.2410829514,0.2792439461,0.1796315461,0.0301938001,0.0957552046,-0.0205031112,0.0876889005,0.0138043091,0.026019603,-0.0773730949,-0.0672682226,0.0891652331,-0.0032620379,-0.0233085938,-0.0336125568
